Href,Case_Study,Quote
https://www.getdbt.com/success-stories/landbay/,Landbay,"We sat down with brokers, lenders, and product managers and asked: ‘What needs to be true at all times?’ And then we wrote dbt tests to catch those errors.”"
https://www.getdbt.com/success-stories/landbay/,Landbay,"If an engineer makes a semantic change, dbt tests catch that,” said Chris."
https://www.getdbt.com/success-stories/landbay/,Landbay,"And we stop the bad data from flowing into Looker: Looker users might see old data, but they’ll never see wrong data.”"
https://www.getdbt.com/success-stories/landbay/,Landbay,"Using a Glue Crawler we can automatically create tables with external data in Redshift, then we clean the data and join it on the postcode using dbt, and finally serve it up to end users in Looker.”"
https://www.getdbt.com/success-stories/landbay/,Landbay,"We have already incorporated land registry data, police data, fire brigade data and geographical data using that method.”"
https://www.getdbt.com/success-stories/landbay/,Landbay,"With dbt, we can empower users without technology team involvement, and the outcomes for the business are huge,” Julian said."
https://www.getdbt.com/success-stories/landbay/,Landbay,"All of our data–broker payment automation, sales order value reporting, broker performance, marketing campaigns–is served up by dbt and accessible in Looker. As a result, people feel empowered to get the best outcomes for Landbay.”"
https://www.getdbt.com/success-stories/loft/,Loft,"a great living thing,” to be carefully nurtured and constantly improved."
https://www.getdbt.com/success-stories/loft/,Loft,"We’d gone from 0 to 1 on the analytics team. Now we were starting the journey to go from 1 to 100,” says Felippe."
https://www.getdbt.com/success-stories/loft/,Loft,"The way we’d structured our data, our tables, our processes, everything was really starting to mount up.”"
https://www.getdbt.com/success-stories/loft/,Loft,"At Loft we had a lot of different concepts that were referred to by the term ‘portfolio.’ For some in the business, it meant groups of listings. For others, it was the units themselves. And following from that, our own tables and reporting weren’t clear on this either.”"
https://www.getdbt.com/success-stories/loft/,Loft,"We were not sure what models were being created, or if the same concepts were being used the same way in each model.”"
https://www.getdbt.com/success-stories/loft/,Loft,"We were modeling data in Databricks notebooks directly; there was no review process and there was no version control,” Felippe said."
https://www.getdbt.com/success-stories/loft/,Loft,Everything in Looker was breaking once an hour. Everything would break when someone updated a table.”
https://www.getdbt.com/success-stories/loft/,Loft,"In the old version based on notebooks, we had a view with the definition of the table. We just ran CREATE TABLE AS and selected everything from that view. That used to take easily 45-50 minutes for each business domain, of which we had 6, all running a lot of resources in parallel. It was very intensive.”"
https://www.getdbt.com/success-stories/loft/,Loft,dbt has made modeling accessible. Few folks on my team have deep knowledge of Python or software engineering. Business analysts can now model data themselves.”
https://www.getdbt.com/success-stories/loft/,Loft,"With the intelligence dbt brings to the table we know that if everyone needs this portfolio table, we can materialize it just once and then have all its dependencies run. Now, to run every model in production, our run times look like 50 minutes for everything in total without parallel executions. And we’re actually pretty confident we can reduce that much further.”"
https://www.getdbt.com/success-stories/loft/,Loft,"Everything is plugged into Databricks. It all lives in one place and it’s all access controlled. We don’t have to worry about writing to a separate data warehouse or a separate cloud and pulling it into Looker. Having everyone in the same environment and accessing the same version of the same data, every time, is huge.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"In the first couple months I was just trying to wrap my head around what the business needed data to deliver on,” said Jessie."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"And in the back of my head I’m thinking, ‘It’s going to be a data warehouse. I hope it’s not a data warehouse, but of course it’s going to be a data warehouse’.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"Enabling more complex data science and machine learning work always requires an initial upfront investment in data warehousing and ETL, and I’ve seen this work take years,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"Data is considered a competitive advantage because it’s something that competitors in the space don’t do well right now,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"We wanted to deliver basic reports to our partners, with the ability to make data a core part of our long-term vision.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"I don’t want to be a database administrator. If I can avoid that, I’m going to,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,I wanted to build a modern data stack that was cloud-agnostic and gave us the flexibility to adopt the best tools now and in the future.”
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"Since business logic is stored in dbt, building reports directly on top of Snowflake data is easier for our clients as we’ve already done the heavy lifting, in terms of transformations, for them,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"In addition, dbt makes Tableau reporting easier for us because it allows us to reuse data sources across reports. We don’t have to recreate logic in each subsequent Tableau dashboard and hope it matches the same logic/calculated field used in the prior report.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"My first hires on the data team wanted to increase their technical knowledge and skill set,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,Just learning the software engineering process and applying that to analytics was a step in that direction for them.”
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,GUI-based ETL tools limit the amount of creativity and expression you can have. The analytics engineering workflow is just more interesting work than dragging and dropping something in an interface. I look for people who are excited about learning that new way of working.”
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"I didn’t want to hire a data scientist and make these wild promises that would all be data science work, they would need to do some reporting, at least to start. But I also didn’t want to hire data analysts whose sole job would be to just create Tableau dashboards forever.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,People are going to be able to wear a lot of different hats.”
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"I wanted them to understand that world a bit and what they were getting into,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,Data teams can lose trust with end users really quickly when there are bugs or mistakes.”
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"We explicitly require that every pull request is reviewed by two people, and the expectation is that you will get quite a lot of comments and questions. This is a powerful way to get feedback, learn, improve, and knowledge share,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"To me, it’s better to take the hit on velocity today if it means the quality of what we’re producing is improving over time.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"Very early on we looked at the SQL conventions from Fishtown Analytics, and then went through them and were like, ‘Well, this resonates with us, this doesn’t, or we would like to add this addition’.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"When someone is looking at the diffs of a code base, you want them to only  be looking at real changes, not formatting changes that adjusted one space.”"
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"We have the basic tests in place that cover things like uniqueness, missing values, and accepted values,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,But we haven’t gotten super complex yet.”
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"This isn’t anything new, it’s how every high-quality software project is run,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,You expect there to be tests. You expect there to be documentation. You expect the PR process to be collaborative. You’re building software together. We’re just applying this to analytics code as well.”
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"The thing we’ve got the most support and praise for is being able to deliver reports quickly,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,"Training is a core part of our industry. Our sales people deliver training, and then they want to come back and see who is actually using what they just covered,” Jessie said."
https://www.getdbt.com/success-stories/mastery-logistics/,Mastery Logistics,Our internal reporting on product adoption has been really useful for them.”
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Every site, no matter what they’re mining, has to move payload. And they are going to want to see data showing how long it takes for a truck to be loaded in the pit, how quickly that material is transported out, how fast operators are completing a circuit, how safely drivers are taking their corners, and so on.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"The sheer scale of these projects means that any given analysis might be a couple of million to tens of millions of dollars of value for our clients,” added Richard Jones, MaxMine’s Head of Analytics and Support."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,That’s just the industry that we’re in.”
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"We’re dealing with mine sites all over the world, some of which are in very remote areas—the middle of the desert in remote Australia or across Africa,” said Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,So getting data from there up to the cloud is our first challenge.”
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"The automation is critical,” explained Richard."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,Nobody can game the system and it yields high-quality data.”
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"As an analyst, you would have to wrangle all of those files together by manually downloading them straight out of S3 buckets. Then, you would have to unpack and transform all of your different files to make sure that they were in the same format, time zone, and all that sort of nonsense.“Before dbt we did a lot of manual data manipulation,” said Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"You could do it, but it required manually downloading hundreds or even thousands of different files,” winced Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"We had a whole bunch of loose Python scripts that were just talking to S3 buckets, grabbing random files, and storing them on your local system. Maintaining them was a nightmare.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"There was an episode on dbt,” he said."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,It was so impressive that I lobbied our executive team to get dbt Cloud and Snowflake.”
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Initially it was just a trial to see how effective the technology was,” continued Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,But as soon as they had it up and running the team all said ‘this is it!’ They loved it from day one.”
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"We’re now able to do analysis that used to take weeks in days,” said Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"It’s a very win-win set-up. If we’re able to perform analysis more quickly, it’s more efficient for us in terms of the people we need and it’s better for our clients because they get actionable insights, faster.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Previously we required someone with SQL skills, Python skills, and a suite of other coding experience to be able to handle even the simpler type of queries that we might get,” noted Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Now, so long as someone understands the fundamentals, they can very easily hop in and contribute. We’re able to get our support agents more easily involved in the actual analysis process, too.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Up until we had this set of tools, our analysts and support staff had PhDs in physics and engineering,” he said."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Now we can hire graduates.“Before, we had to have conversations about how to use Python in creative ways to query our data lake. Now we don’t even talk about how to query the data—or we very rarely need to. It’s a change in kind rather than degree.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"We didn’t have the capability of using actual BI before,” said Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Now, we have a set of standard BI reports as well as custom BI reports as we create on a per client basis.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Some mine sites get paid on how many tons they move per hour. And ‘per hour’ can mean the number of hours that the equipment is running. However, if you’re in the 45°C - 113°F - desert, you prefer to stay in the cab and keep the air conditioning running rather than walking through the heat to a crib hut.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"Considering that the engines for these things are 16 cylinders, 2000 kilowatts, and four turbos—the kind of thing you use as backup generators for a small city—using them as air conditioners for one person is not very efficient.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"bigger and better,” laughed Theo."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"There are two focus areas,” he continued."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"First, the wider business is starting to see more value in the analytics data store, and second, it’s becoming more central to how we operate.”"
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"dbt Cloud will become the key technology in stitching everything together so that our backend infrastructure is in one place and contributes to one central source of truth,” Theo explained."
https://www.getdbt.com/success-stories/maxmine/,Maxmine,"As we onboard more clients, the importance of our analytics data store keeps growing. I don’t know what new use cases we’ll see, but I do know that I’m 100% confident my team has the data workflow they need to uncover impactful, cost-saving insights for every client,” said Theo."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"Denmark had a data warehouse alongside Tableau for reporting, Sweden was using an Oracle database with homemade applications, and so on. Everyone had their own solution,” said Cristian Ivanoff, Data Engineer at Food Folk."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"We needed to create one platform, one data warehouse, for all countries.”"
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"We started to look at our outputs and tracked backward to all our existing tools and vendors,” he said."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"And, because I believe in an SQL-first approach, I wanted to use dbt,” added Cristian."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"We needed these features, but we also needed to be more independent from the other tools we picked for our new stack, such as our new data warehouse and data visualization tool,” said Cristian."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"We don’t know if we’ll keep these products forever, so we wanted to separate our models with dbt Cloud.”"
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"The data started getting messy, with strange transformations,” said Cristian."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"We needed to have rules to coordinate the slowly-changing dimensions, and to do it in such a way where we could still reuse all transformations easily. We required a standard and that’s what Data Vault gave us,” Cristian explained."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"We didn’t need to do a lot of investigation or setting new rules. The AutomateDV package handles the technical parts, with macros and materialization macros, creating the SQL,” explained Cristian."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"We don’t need to think too much about the technical stuff and can instead focus on modeling our business concepts.’’“What we do with Data Vault wouldn’t be possible without dbt,” he shared."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"I’ve done Data Vault with Matillion and Dataform, but in both cases, it required significant amounts of work even just to get started. We had to create all the packages and macros ourselves from scratch.”"
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"With the previous structure, we’d have to make many changes in the dimensions to get this data,” said Cristian."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"But because we had all the historical changes and links in the Data Vault, we could quickly implement the changes. It was very satisfying how little time it took to deploy the new code.”"
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"I can see when I got the record, and I can trace the record back to the raw file or raw table created by Fivetran,” said Cristian."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"With data lineage, I can also see which views were affected. This makes troubleshooting a lot easier and gives us a more robust data warehouse.”"
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"People don’t care how they get the data, just that they have the correct, quality data,” said Cristian."
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"With dbt, we ensure this is the case.”"
https://www.getdbt.com/success-stories/mcdonald%E2%80%99s-nordics/,Mcdonald’S Nordics,"links,” or “satellites."
https://www.getdbt.com/success-stories/monzo/,Monzo,"We want to build a world where any data scientist and analyst can have an idea on the way to work, and explore it end-to-end by midday.”"
https://www.getdbt.com/success-stories/monzo/,Monzo,"In big companies with centralized BI teams, getting data ready to explore can take weeks or even months,” Dimitri says."
https://www.getdbt.com/success-stories/monzo/,Monzo,That’s not a world we want to live in. We want analysts to be able to explore data in a matter of hours.”
https://www.getdbt.com/success-stories/monzo/,Monzo,"We believe analysts should work like software engineers,” Stephen says."
https://www.getdbt.com/success-stories/monzo/,Monzo,"Version control, continuous integration, testing – these are practices that make anyone working with code more efficient and productive.”"
https://www.getdbt.com/success-stories/monzo/,Monzo,"If we expect data scientists to own ETL end-to-end, this process needs to be so simple that any person with good SQL skills can get up to speed within one month after they join,” Dimitri says."
https://www.getdbt.com/success-stories/monzo/,Monzo,"With dbt, we have a common way of writing all of our data transformations so the data engineers can now build tooling around those assumptions that abstracts away the complexity, allowing analysts to focus on just writing good SQL,” Stephen says."
https://www.getdbt.com/success-stories/monzo/,Monzo,And this makes analysts more productive.”
https://www.getdbt.com/success-stories/monzo/,Monzo,"We aim to work in a way that means every individual piece of analysis makes data at Monzo a little bit better,” Dimitri says."
https://www.getdbt.com/success-stories/monzo/,Monzo,"We encourage our data analysts to spend maybe 30% longer answering a question, if it means they do it in a way that’s easily reproducible and benefits other people in the company.”"
https://www.getdbt.com/success-stories/monzo/,Monzo,"In the worst case, that’d mean six months into the job you’d be spending 50% of your time updating your previous work instead of doing something new,” Dimitri says."
https://www.getdbt.com/success-stories/monzo/,Monzo,"If you treat all data the same and try to enforce very high accuracy everywhere, you’ll often find yourself sacrificing speed,” Dimitri says."
https://www.getdbt.com/success-stories/monzo/,Monzo,We differentiate between crucial and non-crucial data sets and enforce tougher change management procedures on anything that’s tagged as crucial.”
https://www.getdbt.com/success-stories/monzo/,Monzo,"Looker is a staple in our analytics stack that empowers non-technical people within the business to self-serve data questions in ~80% of cases,” Dimitri says."
https://www.getdbt.com/success-stories/monzo/,Monzo,"In the old world, we’d often find errors within Looker and then we’d have to go far up the pipeline to find the source,” says Rob Knight, Operations Analyst at Monzo."
https://www.getdbt.com/success-stories/monzo/,Monzo,"Sometimes it would be all the way at the source, which means we spent hours debugging an issue that was just poor data sent to us in the first place. dbt helps us enforce data integrity earlier in the pipeline which means we catch issues before they reach Looker.”"
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Our vision was to have business users participate in the transformation of our data logic,” said Michael Weiss, Senior Product Manager at Nasdaq."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Clients were becoming increasingly more likely to ask for dynamic access data, whether it be APIs or visuals,” said Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,We then searched for tools that could solve this new demand.”
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Trading system data is really complex. It is optimized for performance, not for querying or analytics as most message data is,” said Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,data warehouse-lake.”
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,a lot of SQL scripts running around for various things.”
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Even though business users wanted to engage with the data, our legacy data infrastructure didn’t allow it,” explained Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Business users couldn’t sit around and wait for the reporting team to add a column to a report, get insights into making a pricing change, or see what’s actually happening in their markets,” said Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"SQL scripts were hard to maintain. When the person in charge of them would leave the company, we’d have no idea what was in there. And then we had to rewrite the code,” said Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"It’s about the people you pick tools for,” explained Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,And it’s hard to pick tools for sales people and executives.”
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"To me, self-service is not just necessarily about the capability of someone to get access to data, but how quickly you can give them the answer to something that they don’t have the answer to today,” shared Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"I didn’t want to have to sit with each team member and guide them through a complex install as we brought in new analysts,” said Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"dbt Labs laid out good practices and helped really get our options business, which was the first business we got online, moving quickly,” said Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Most recently, we had performance issues with a model that does 15 to 20 billion messages per day. The dbt Labs services team helped us solve that.  The model took 45 minutes to an hour to run in a day, but they got it down to 10 minutes.”"
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"I was very skeptical of improving collaboration through SQL, but it actually worked,” laughed Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Because of these dbt models, our sales and executive teams, can now see data points they never had access to before,” said Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"For example, exchanges do pricing changes on a relatively monthly basis in the US. It has an impact on all types of different metrics you care about: your revenue, your volume, who’s trading with who, things like that.”"
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Before, our sales and executive teams would put a request into the economic research team or the data team. If they were lucky, it would be in a report somewhere or several reports, and maybe they could piece that answer together. Nine times out of 10, that was not true,” shared Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"By the time business users would receive what they requested, it might not even be relevant anymore. They could have missed a new business opportunity or lost revenue. Data velocity is important,” explained Michael."
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"In today’s world, because we have built a robust set of models and metrics, people can model or view the data themselves.”"
https://www.getdbt.com/success-stories/nasdaq/,Nasdaq,"Our work on this is never done. We’re always going to constantly evaluate and make sure we’re picking the right tools for the right job,” emphasized Michael."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"CI/CD stems from open-source development as a means to ensure governance in a distributed development environment. This change complimented the technical capabilities and performance of the big data platforms,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,The idea was to use these technologies to empower information consumers to become information producers.”
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"Most of these people weren’t writing Spark. They were writing Impala views. This wasn’t big data, it was just big queries.”"
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"It served its purpose,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"We understood that for the company to get value from our information we need to change how we work with that information,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"Provisioning information models in an Oracle data warehouse requires a lot of up-front knowledge about the data and how that data will be accessed,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"Moreover, to implement that model, we relied on legacy tools like Informatica PowerCenter to perform incremental loads. There was a lot of complexity involved in building performance into the system just to accomplish our data loads and as the calculations became more complex so did the data loads.”"
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"We have hundreds of models in our EDW,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,Managing these dependencies adds an additional layer of complexity. There is too much risk in asking a business user to understand these dependencies.”
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"First, you need to co-locate the data so that users can assemble models that span operational systems. Second, you need a really fast database with certain characteristics that make the system easy to use. Third, you need some tooling which allows models to be built in a language that the users understand. Finally, you need integration with workflow-based release processes.”"
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,Snowflake makes performance easy for us.  We rarely think about performance and when we do the solution is incredibly simple.”
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"We had spent the last 10 years building systems which templatized the EDW development process and we firmly believe in the advantages of standardization,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"I remember reading the dbt viewpoint and thinking this is fantastic–a simple way to focus on SQL as a way to manage data objects and at the same time solve our scheduling and dependency problems. dbt was an off-the-shelf solution that took our ideas to the next level. It was revelatory. We took this idea to the EDW team warehouse team that had been doing PowerCenter work and we were like, guys, this is it. The spaceship had landed.”"
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"Cool tools are just cool tools,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,But they wouldn’t do anything for us if we didn’t have the right architecture in place.”
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,innovation at the business domain level without propagating risk to everyone else.”
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"Snowflake allowed us to add segmentation in the logical architecture. This helps us manage the company’s risk while providing a clear path to expand usage as needed,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"If someone needs data from another business domain, the enterprise team can apply the necessary data governance to move the appropriate dbt models to the enterprise level.”"
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"It can be challenging to articulate the value of empowering the business with an operating model and technology to analyze and innovate against data at scale. The capital accrual process is a great example using significant data volumes from multiple systems. With data collocated in a platform and an operating model that allows the business to analyze it, we’ve freed up millions of dollars that were tied up in the capital accrual process.”"
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"The auditors would coordinate with IT to run and extract data in batches then load the data in their databases to rebuild the dataset. This process is tedious for all involved, and normally takes several weeks at best,” Ryan said."
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"We make a model of the data needed for the audit, publish to a Snowflake Share and when the audit is complete, we turn off their access to the data. We are able to keep the data resident in our systems under our control and we’ve saved weeks of pain extracting data.”"
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,There are currently three people building the enterprise structures inside Snowflake.”
https://www.getdbt.com/success-stories/oil-and-gas/,Oil And Gas,"With Snowflake and dbt, the people who have the business problem now have the tools to go and solve their business problem. It creates a fundamentally different relationship with IT. We’re no longer the bottleneck or order taker,” Ryan said."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"It was created when the team was a bit smaller and the company was a bit smaller,” explained Sam Ellett, Lead Data Scientist at Pepperstone."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"At that point in time, it suited our needs, but as the business grew, we quickly hit the ceiling as new sources and new team members came in. As a result, we couldn’t scale our data sets effectively, and we started to lose a sense of lineage as the number of datasets blew out.”"
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"We would start to lose track of how an upstream change would impact a downstream data set that would be exposed in Tableau,” said Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,We would often have the same metric across various dashboards being different.”
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,Pepperstone works in an industry where price matters and price can change every millisecond. Small inaccuracies can blow up to very large reporting issues.”
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"Our business stakeholders lost confidence in our numbers,” said Sam, explaining that as a result, other teams within the organization tried to perform their own analytics without involving the data team—pulling numbers from older spreadsheets and potentially making decisions that weren’t backed by reliable data."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"That confidence is really hard to build…and it’s really easy to lose,“ he added.This lack of confidence had consequences across the team. It became harder, for example, to interrogate unexpected data when it appeared on a dashboard. Was an unusual data point a sign of something interesting buried in the numbers? Or was it the result of an inconsistency in the system?“It’s good to be surprised if your confidence in your model is high because that’s an insight,” explained Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,It’s bad to be surprised if you have no confidence in your model…that’s just a search for the mistake.”
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"I realized dbt was good for us as soon as I saw the lineage,” he explained."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"It was easy to educate others because it was visual. You could just read it; you could actually see it.One of the team’s main goals in switching to dbt Cloud was to slash the number of inconsistencies in their reports, with an aim of limiting them to only a handful of cases each year. In addition, Sam and his team wanted to set up comprehensive test coverage of their most important reporting. Any mistakes needed to be caught before the reports are sent out - “it’s better for us to delay a report rather than send out an inaccurate one,” he noted."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"We get new data sources a lot of the time,” said Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,We’ve been able to keep pace with the changes now because we have a really easy way to add or update documentation.”
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"We’ve got a growing team worldwide and needed a better way to onboard people,” said Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"Before, we were very much at capacity.”"
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"We’ve already managed to release company-wide documentation across our data sources, which we never had before,” said Sam."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"A lot of people had reached a bit of a ceiling in terms of what they were learning in regards to SQL,” Sam explained."
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"It allows analysts to build macros and think a bit more programmatically in SQL, which has raised that ceiling.”"
https://www.getdbt.com/success-stories/pepperstone/,Pepperstone,"the increased speed gives analysts more time for insights and more time for discussion with stakeholders about the report that they’ve built, which should be the priority,” noted Sam."
